id,product_name,slug,category,store,price,discount_price,effective_price,stock,is_featured,tag
308,Bamboo Toothbrush,bamboo-toothbrush,Eco & Sustainable,Patan Eco & Pet Mart,6571.00,6111.00,6111.00,43,True,Eco
310,Compost Bin,compost-bin,Eco & Sustainable,Patan Eco & Pet Mart,6737.00,6265.00,6265.00,53,False,Eco
307,Jute Tote Bag 2,jute-tote-bag-2,Eco & Sustainable,Patan Eco & Pet Mart,6488.00,5709.00,5709.00,38,False,Eco
311,Reusable Grocery Bag 3,reusable-grocery-bag-3,Eco & Sustainable,Patan Eco & Pet Mart,6820.00,6001.00,6001.00,58,False,Eco
305,Reusable Water Bottle,reusable-water-bottle,Eco & Sustainable,Patan Eco & Pet Mart,6239.00,5802.00,5802.00,23,False,Eco
93,Reusable Water Bottle 1L,reusable-water-bottle-1l,Eco & Sustainable,Patan Eco & Pet Mart,1899.00,1599.00,1599.00,40,True,Eco
95,Solar Power Bank,solar-power-bank,Eco & Sustainable,Patan Eco & Pet Mart,4999.00,4399.00,4399.00,18,False,Solar
309,Steel Straw Set 1,steel-straw-set-1,Eco & Sustainable,Patan Eco & Pet Mart,6654.00,6188.00,6188.00,48,False,Eco
502,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,biylaclesen-womens-3-in-1-snowboard-jacket-winter-coats-3,Fashion,Bharatpur General Store,7409.00,,7409.00,46,False,STYLE PICK
115,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats - Bharatpur General Store,biylaclesen-womens-3-in-1-snowboard-jacket-winter-coats,Fashion,Bharatpur General Store,7409.00,,7409.00,46,False,TRENDING
183,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats - Bharatpur General Store Variant 3,biylaclesen-womens-3-in-1-snowboard-jacket-winter-coats-2,Fashion,Bharatpur General Store,7409.00,,7409.00,46,False,STYLE PICK
282,Cap and Beanie Set,cap-and-beanie-set,Fashion,Thamel Style House,4081.00,3795.00,3795.00,33,True,Clothes
281,Cargo Pants 2,cargo-pants-2,Fashion,Thamel Style House,3998.00,3718.00,3718.00,28,True,Clothes
156,Classic Black Baseball Cap,classic-black-baseball-cap,Fashion,Pokhara Modern Mall,7540.00,,7540.00,40,False,FEATURED
148,Classic Black Hooded Sweatshirt,classic-black-hooded-sweatshirt,Fashion,Pokhara Modern Mall,10270.00,,10270.00,24,False,NEW ARRIVAL
218,Classic Black Hooded Sweatshirt - Pokhara Modern Mall,classic-black-hooded-sweatshirt-2,Fashion,Pokhara Modern Mall,10270.00,,10270.00,28,False,STYLE PICK
161,Classic Black T-Shirt,classic-black-t-shirt,Fashion,Pokhara Modern Mall,4550.00,4095.00,4095.00,50,False,SALE
228,Classic Black T-Shirt - Pokhara Modern Mall,classic-black-t-shirt-2,Fashion,Pokhara Modern Mall,4550.00,,4550.00,48,False,STYLE PICK
155,Classic Blue Baseball Cap,classic-blue-baseball-cap,Fashion,Pokhara Modern Mall,11180.00,,11180.00,38,False,TRENDING
151,Classic Comfort Drawstring Joggers,classic-comfort-drawstring-joggers,Fashion,Pokhara Modern Mall,10270.00,,10270.00,30,False,NEW ARRIVAL
217,Classic Comfort Drawstring Joggers - Pokhara Modern Mall,classic-comfort-drawstring-joggers-2,Fashion,Pokhara Modern Mall,10270.00,9243.00,9243.00,26,False,STYLE DEAL
149,Classic Comfort Fit Joggers,classic-comfort-fit-joggers,Fashion,Pokhara Modern Mall,3250.00,2925.00,2925.00,26,False,HOT DEAL
214,Classic Comfort Fit Joggers - Pokhara Modern Mall,classic-comfort-fit-joggers-2,Fashion,Pokhara Modern Mall,3250.00,,3250.00,20,True,STYLE PICK
150,Classic Grey Hooded Sweatshirt,classic-grey-hooded-sweatshirt,Fashion,Pokhara Modern Mall,11700.00,,11700.00,28,False,TRENDING
223,Classic Grey Hooded Sweatshirt - Pokhara Modern Mall,classic-grey-hooded-sweatshirt-2,Fashion,Pokhara Modern Mall,11700.00,,11700.00,38,False,STYLE PICK
147,Classic Heather Gray Hoodie,classic-heather-gray-hoodie,Fashion,Pokhara Modern Mall,8970.00,,8970.00,22,False,NEW ARRIVAL
215,Classic Heather Gray Hoodie - Pokhara Modern Mall,classic-heather-gray-hoodie-2,Fashion,Pokhara Modern Mall,8970.00,,8970.00,22,False,STYLE PICK
158,Classic High-Waisted Athletic Shorts,classic-high-waisted-athletic-shorts,Fashion,Pokhara Modern Mall,5590.00,,5590.00,44,False,NEW ARRIVAL
153,Classic Navy Blue Baseball Cap,classic-navy-blue-baseball-cap,Fashion,Pokhara Modern Mall,7930.00,7137.00,7137.00,34,False,HOT DEAL
221,Classic Navy Blue Baseball Cap - Pokhara Modern Mall,classic-navy-blue-baseball-cap-2,Fashion,Pokhara Modern Mall,7930.00,7137.00,7137.00,34,False,STYLE DEAL
157,Classic Olive Chino Shorts,classic-olive-chino-shorts,Fashion,Pokhara Modern Mall,10920.00,9828.00,9828.00,42,False,HOT DEAL
154,Classic Red Baseball Cap,classic-red-baseball-cap,Fashion,Pokhara Modern Mall,4550.00,,4550.00,36,False,NEW ARRIVAL
152,Classic Red Jogger Sweatpants,classic-red-jogger-sweatpants,Fashion,Pokhara Modern Mall,12740.00,,12740.00,32,False,TRENDING
216,Classic Red Jogger Sweatpants - Pokhara Modern Mall,classic-red-jogger-sweatpants-2,Fashion,Pokhara Modern Mall,12740.00,,12740.00,24,False,STYLE PICK
146,Classic Red Pullover Hoodie,classic-red-pullover-hoodie,Fashion,Pokhara Modern Mall,1300.00,,1300.00,20,True,TRENDING
213,Classic Red Pullover Hoodie - Pokhara Modern Mall,classic-red-pullover-hoodie-2,Fashion,Pokhara Modern Mall,1300.00,1170.00,1170.00,18,True,STYLE DEAL
159,Classic White Crew Neck T-Shirt,classic-white-crew-neck-t-shirt,Fashion,Pokhara Modern Mall,5070.00,,5070.00,46,False,FEATURED
225,Classic White Crew Neck T-Shirt - Pokhara Modern Mall,classic-white-crew-neck-t-shirt-2,Fashion,Pokhara Modern Mall,5070.00,4563.00,4563.00,42,False,STYLE DEAL
160,Classic White Tee - Timeless Style and Comfort,classic-white-tee-timeless-style-and-comfort,Fashion,Pokhara Modern Mall,9490.00,,9490.00,48,False,TRENDING
220,Classic White Tee - Timeless Style and Comfort - Pokhara Modern Mall,classic-white-tee-timeless-style-and-comfort-2,Fashion,Pokhara Modern Mall,9490.00,,9490.00,32,False,STYLE PICK
507,DANVOUY Womens T Shirt Casual Cotton Short,danvouy-womens-t-shirt-casual-cotton-short-3,Fashion,Bharatpur General Store,1689.00,,1689.00,56,False,STYLE PICK
120,DANVOUY Womens T Shirt Casual Cotton Short - Bharatpur General Store,danvouy-womens-t-shirt-casual-cotton-short,Fashion,Bharatpur General Store,1689.00,,1689.00,56,False,NEW ARRIVAL
188,DANVOUY Womens T Shirt Casual Cotton Short - Bharatpur General Store Variant 3,danvouy-womens-t-shirt-casual-cotton-short-2,Fashion,Bharatpur General Store,1689.00,,1689.00,56,False,STYLE PICK
278,Denim Jacket,denim-jacket,Fashion,Thamel Style House,3749.00,3486.00,3486.00,13,True,Clothes
276,GitHub Fork T-Shirt,github-fork-t-shirt,Fashion,Thamel Style House,500.00,420.00,420.00,73,True,Clothes
17,Goldstar Classic Sneakers,goldstar-classic-sneakers,Fashion,Thamel Style House,2199.00,1899.00,1899.00,65,True,Local
280,Graphic Tee,graphic-tee,Fashion,Thamel Style House,3915.00,3640.00,3640.00,23,True,Clothes
105,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,john-hardy-womens-legends-naga-gold-silver-dragon-station-chain-bracelet,Fashion,Bharatpur General Store,90350.00,81315.00,81315.00,26,True,HOT DEAL
492,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,john-hardy-womens-legends-naga-gold-silver-dragon-station-chain-bracelet-3,Fashion,Bharatpur General Store,90350.00,81315.00,81315.00,26,True,BEST DEAL
173,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet - Bharatpur General Store,john-hardy-womens-legends-naga-gold-silver-dragon-station-chain-bracelet-2,Fashion,Bharatpur General Store,90350.00,81315.00,81315.00,26,True,BEST DEAL
503,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,lock-and-love-womens-removable-hooded-faux-leather-moto-biker-jacket-3,Fashion,Bharatpur General Store,3894.00,,3894.00,48,False,STYLE PICK
116,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket - Bharatpur General Store,lock-and-love-womens-removable-hooded-faux-leather-moto-biker-jacket,Fashion,Bharatpur General Store,3894.00,,3894.00,48,False,TRENDING
184,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket - Bharatpur General Store Variant 3,lock-and-love-womens-removable-hooded-faux-leather-moto-biker-jacket-2,Fashion,Bharatpur General Store,3894.00,,3894.00,48,False,STYLE PICK
145,Majestic Mountain Graphic T-Shirt,majestic-mountain-graphic-t-shirt,Fashion,Pokhara Modern Mall,5720.00,5148.00,5148.00,18,True,SALE
102,Mens Casual Premium Slim Fit T-Shirts,mens-casual-premium-slim-fit-t-shirts,Fashion,Bharatpur General Store,2899.00,,2899.00,20,True,NEW ARRIVAL
489,Mens Casual Premium Slim Fit T-Shirts,mens-casual-premium-slim-fit-t-shirts-3,Fashion,Bharatpur General Store,2899.00,,2899.00,20,True,STYLE PICK
170,Mens Casual Premium Slim Fit T-Shirts - Bharatpur General Store,mens-casual-premium-slim-fit-t-shirts-2,Fashion,Bharatpur General Store,2899.00,,2899.00,20,True,STYLE PICK
490,Mens Cotton Jacket,mens-cotton-jacket-3,Fashion,Bharatpur General Store,7279.00,,7279.00,22,True,TOP RATED
103,Mens Cotton Jacket - Bharatpur General Store,mens-cotton-jacket,Fashion,Bharatpur General Store,7279.00,,7279.00,22,True,TOP RATED
171,Mens Cotton Jacket - Bharatpur General Store Variant 3,mens-cotton-jacket-2,Fashion,Bharatpur General Store,7279.00,,7279.00,22,True,TOP RATED
15,Nike Court Vision Low,nike-court-vision-low,Fashion,Thamel Style House,10499.00,8999.00,8999.00,34,True,New
277,Oversized Hoodie 1,oversized-hoodie-1,Fashion,Thamel Style House,3666.00,3409.00,3409.00,8,True,Clothes
108,Pierced Owl Rose Gold Plated Stainless Steel Double,pierced-owl-rose-gold-plated-stainless-steel-double,Fashion,Bharatpur General Store,1429.00,,1429.00,32,False,TRENDING
495,Pierced Owl Rose Gold Plated Stainless Steel Double,pierced-owl-rose-gold-plated-stainless-steel-double-3,Fashion,Bharatpur General Store,1429.00,,1429.00,32,False,STYLE PICK
176,Pierced Owl Rose Gold Plated Stainless Steel Double - Bharatpur General Store,pierced-owl-rose-gold-plated-stainless-steel-double-2,Fashion,Bharatpur General Store,1429.00,,1429.00,32,False,STYLE PICK
16,Puma Everyday Hoodie,puma-everyday-hoodie,Fashion,Thamel Style House,5999.00,4499.00,4499.00,40,False,Sale
504,Rain Jacket Women Windbreaker Striped Climbing Raincoats,rain-jacket-women-windbreaker-striped-climbing-raincoats-3,Fashion,Bharatpur General Store,5199.00,4679.00,4679.00,50,False,STYLE DEAL
117,Rain Jacket Women Windbreaker Striped Climbing Raincoats - Bharatpur General Store,rain-jacket-women-windbreaker-striped-climbing-raincoats,Fashion,Bharatpur General Store,5199.00,4679.00,4679.00,50,False,SALE
185,Rain Jacket Women Windbreaker Striped Climbing Raincoats - Bharatpur General Store Variant 3,rain-jacket-women-windbreaker-striped-climbing-raincoats-2,Fashion,Bharatpur General Store,5199.00,4679.00,4679.00,50,False,STYLE DEAL
279,Sneaker Pack 3,sneaker-pack-3,Fashion,Thamel Style House,3832.00,3372.00,3372.00,18,True,Clothes
283,Streetwear Shirt 1,streetwear-shirt-1,Fashion,Thamel Style House,4164.00,3664.00,3664.00,38,True,Clothes
51,Chicken Biryani,special-chicken-biryani,Food & Beverages,Zomato Bites,350.00,,350.00,20,False,
55,Cold Coffee with Ice Cream,cold-coffee-icecream,Food & Beverages,Zomato Bites,220.00,,220.00,30,False,
52,Margherita Pizza (12 Inch),classic-margherita-pizza,Food & Beverages,Zomato Bites,550.00,,550.00,15,False,
54,Spicy Chicken Wings (6 pcs),hot-spicy-wings,Food & Beverages,Zomato Bites,380.00,,380.00,25,False,
53,Veg Momo (10 pcs),steamed-veg-momo,Food & Beverages,Zomato Bites,150.00,,150.00,50,False,
264,Arcade Stick,arcade-stick,Gaming,New Road Console Garage,8972.00,8343.00,8343.00,13,True,Gaming
87,Ergonomic Gaming Chair,ergonomic-gaming-chair,Gaming,New Road Console Garage,23999.00,20999.00,20999.00,12,False,Setup
266,Game Storage Rack,game-storage-rack,Gaming,New Road Console Garage,9246.00,8598.00,8598.00,23,True,Gaming
262,Gaming Chair Pro,gaming-chair-pro,Gaming,New Road Console Garage,8698.00,8089.00,8089.00,73,True,Gaming
9,HP Pavilion Gaming Desktop,hp-pavilion-gaming-desktop,Gaming,New Road Console Garage,125999.00,109999.00,109999.00,5,True,Desktop
480,HP Pavilion Gaming Desktop,hp-pavilion-gaming-desktop-3,Gaming,New Road Console Garage,125999.00,109999.00,109999.00,5,True,Desktop
68,HP Pavilion Gaming Desktop - New Road Console Garage,hp-pavilion-gaming-desktop-2,Gaming,New Road Console Garage,125999.00,109999.00,109999.00,5,True,Desktop
24,Logitech G435 Wireless Headset,logitech-g435-wireless-headset,Gaming,New Road Console Garage,10999.00,9299.00,9299.00,24,False,Audio
479,Logitech G435 Wireless Headset,logitech-g435-wireless-headset-3,Gaming,New Road Console Garage,10999.00,9299.00,9299.00,24,False,Audio
67,Logitech G435 Wireless Headset - New Road Console Garage,logitech-g435-wireless-headset-2,Gaming,New Road Console Garage,10999.00,9299.00,9299.00,24,False,Audio
267,Mechanical Keyboard 3,mechanical-keyboard-3,Gaming,New Road Console Garage,9383.00,8257.00,8257.00,28,True,Gaming
260,PSX Retro Console,psx-retro-console,Gaming,New Road Console Garage,8424.00,7834.00,7834.00,63,True,Gaming
85,PlayStation 5 Digital Edition,playstation-5-digital-edition,Gaming,New Road Console Garage,89999.00,83999.00,83999.00,6,True,Console
263,RGB Mouse Pad 2,rgb-mouse-pad-2,Gaming,New Road Console Garage,8835.00,7774.00,7774.00,8,True,Gaming
5,Razer DeathAdder V3,razer-deathadder-v3,Gaming,New Road Console Garage,8999.00,7499.00,7499.00,28,True,Esports
478,Razer DeathAdder V3,razer-deathadder-v3-3,Gaming,New Road Console Garage,8999.00,7499.00,7499.00,28,True,Esports
66,Razer DeathAdder V3 - New Road Console Garage,razer-deathadder-v3-2,Gaming,New Road Console Garage,8999.00,7499.00,7499.00,28,True,Esports
114,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED,samsung-49-inch-chg90-144hz-curved-gaming-monitor-lc49hg90dmnxza-super-ultrawide-screen-qled,Gaming,Bharatpur General Store,129999.00,,129999.00,44,False,TRENDING
501,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED,samsung-49-inch-chg90-144hz-curved-gaming-monitor-lc49hg90dmnxza-super-ultrawide-screen-qled-3,Gaming,Bharatpur General Store,129999.00,,129999.00,44,False,TECH PICK
182,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED - Bharatpur General Store,samsung-49-inch-chg90-144hz-curved-gaming-monitor-lc49hg90dmnxza-super-ultrawide-screen-qled-2,Gaming,Bharatpur General Store,129999.00,,129999.00,44,False,TECH PICK
162,Sleek White & Orange Wireless Gaming Controller,sleek-white-orange-wireless-gaming-controller,Gaming,New Road Console Garage,8970.00,,8970.00,52,False,TRENDING
265,VR Headset 1,vr-headset-1,Gaming,New Road Console Garage,9109.00,8471.00,8471.00,18,True,Gaming
112,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,wd-4tb-gaming-drive-works-with-playstation-4-portable-external-hard-drive,Gaming,Bharatpur General Store,14820.00,,14820.00,40,True,TOP RATED
499,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,wd-4tb-gaming-drive-works-with-playstation-4-portable-external-hard-drive-3,Gaming,Bharatpur General Store,14820.00,,14820.00,40,True,TOP RATED
180,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive - Bharatpur General Store,wd-4tb-gaming-drive-works-with-playstation-4-portable-external-hard-drive-2,Gaming,Bharatpur General Store,14820.00,,14820.00,40,True,TOP RATED
261,Xbox Series Controller 3,xbox-series-controller-3,Gaming,New Road Console Garage,8561.00,7961.00,7961.00,68,True,Gaming
86,Xbox Series S,xbox-series-s,Gaming,New Road Console Garage,74999.00,69999.00,69999.00,8,False,Console
329,Aashirvaad Atta 2,aashirvaad-atta-2,Groceries,Barat Kirana Pasal,2390.00,2103.00,2103.00,18,False,Grocery
44,Aashirvaad Atta 5kg,aashirvaad-atta-5kg,Groceries,Barat Kirana Pasal,625.00,589.00,589.00,38,False,Staple
46,Almond Milk,almond-milk,Groceries,Barat Kirana Pasal,110.00,,110.00,50,False,
136,Apple,apple,Groceries,Barat Kirana Pasal,259.00,226.00,226.00,8,False,HOT DEAL
523,Apple,apple-3,Groceries,Barat Kirana Pasal,259.00,226.00,226.00,8,False,DAILY DEAL
204,Apple - Everest Lifestyle Mart,apple-2,Groceries,Barat Kirana Pasal,259.00,226.00,226.00,8,False,DAILY DEAL
49,Basmati Rice (5kg Bag),basmati-rice-5kg,Groceries,Barat Kirana Pasal,1250.00,,1250.00,20,False,
330,Basmati Rice Bag,basmati-rice-bag,Groceries,Barat Kirana Pasal,2413.00,2244.00,2244.00,23,False,Grocery
137,Beef Steak,beef-steak,Groceries,Barat Kirana Pasal,1689.00,1527.00,1527.00,86,False,SALE
524,Beef Steak,beef-steak-3,Groceries,Barat Kirana Pasal,1689.00,1527.00,1527.00,86,False,DAILY DEAL
205,Beef Steak - Everest Lifestyle Mart,beef-steak-2,Groceries,Barat Kirana Pasal,1689.00,1527.00,1527.00,86,False,DAILY DEAL
22,Bhat-Bhateni Basmati Rice 5kg,bhat-bhateni-basmati-rice-5kg,Groceries,Barat Kirana Pasal,1199.00,1099.00,1099.00,120,True,Daily
138,Cat Food,cat-food,Groceries,Barat Kirana Pasal,1169.00,1057.00,1057.00,46,False,SPECIAL
525,Cat Food,cat-food-3,Groceries,Barat Kirana Pasal,1169.00,1057.00,1057.00,46,False,DAILY DEAL
206,Cat Food - Everest Lifestyle Mart,cat-food-2,Groceries,Barat Kirana Pasal,1169.00,1057.00,1057.00,46,False,DAILY DEAL
139,Chicken Meat,chicken-meat,Groceries,Barat Kirana Pasal,1299.00,1121.00,1121.00,97,False,HOT DEAL
526,Chicken Meat,chicken-meat-3,Groceries,Barat Kirana Pasal,1299.00,1121.00,1121.00,97,False,DAILY DEAL
207,Chicken Meat - Everest Lifestyle Mart,chicken-meat-2,Groceries,Barat Kirana Pasal,1299.00,1121.00,1121.00,97,False,DAILY DEAL
333,Cold Coffee 3,cold-coffee-3,Groceries,Barat Kirana Pasal,2482.00,2184.00,2184.00,38,False,Grocery
140,Cooking Oil,cooking-oil,Groceries,Barat Kirana Pasal,649.00,588.00,588.00,10,True,MUST HAVE
527,Cooking Oil,cooking-oil-3,Groceries,Barat Kirana Pasal,649.00,588.00,588.00,10,True,DAILY DEAL
208,Cooking Oil - Everest Lifestyle Mart,cooking-oil-2,Groceries,Barat Kirana Pasal,649.00,588.00,588.00,10,True,DAILY DEAL
141,Cucumber,cucumber,Groceries,Barat Kirana Pasal,194.00,194.00,194.00,84,False,FEATURED
528,Cucumber,cucumber-3,Groceries,Barat Kirana Pasal,194.00,194.00,194.00,84,False,DAILY NEED
209,Cucumber - Everest Lifestyle Mart,cucumber-2,Groceries,Barat Kirana Pasal,194.00,194.00,194.00,84,False,DAILY NEED
42,Dettol Original Soap 4 Pack,dettol-original-soap-4-pack,Groceries,Barat Kirana Pasal,320.00,289.00,289.00,85,True,Daily
327,Dettol Soap Pack 3,dettol-soap-pack-3,Groceries,Barat Kirana Pasal,2344.00,2179.00,2179.00,8,True,Grocery
142,Dog Food,dog-food,Groceries,Barat Kirana Pasal,1429.00,1282.00,1282.00,71,False,MUST HAVE
529,Dog Food,dog-food-3,Groceries,Barat Kirana Pasal,1429.00,1282.00,1282.00,71,False,DAILY DEAL
210,Dog Food - Everest Lifestyle Mart,dog-food-2,Groceries,Barat Kirana Pasal,1429.00,1282.00,1282.00,71,False,DAILY DEAL
143,Eggs,eggs,Groceries,Barat Kirana Pasal,389.00,346.00,346.00,9,False,SALE
530,Eggs,eggs-3,Groceries,Barat Kirana Pasal,389.00,346.00,346.00,9,False,DAILY DEAL
211,Eggs - Everest Lifestyle Mart,eggs-2,Groceries,Barat Kirana Pasal,389.00,346.00,346.00,9,False,DAILY DEAL
144,Fish Steak,fish-steak,Groceries,Barat Kirana Pasal,1949.00,1867.00,1867.00,74,False,SALE
531,Fish Steak,fish-steak-3,Groceries,Barat Kirana Pasal,1949.00,1867.00,1867.00,74,False,DAILY DEAL
212,Fish Steak - Everest Lifestyle Mart,fish-steak-2,Groceries,Barat Kirana Pasal,1949.00,1867.00,1867.00,74,False,DAILY DEAL
328,Fortune Sunflower Oil,fortune-sunflower-oil,Groceries,Barat Kirana Pasal,2367.00,2201.00,2201.00,13,False,Grocery
43,Fortune Sunflower Oil 1L,fortune-sunflower-oil-1l,Groceries,Barat Kirana Pasal,330.00,310.00,310.00,45,False,Kitchen
332,Fresh Apples,fresh-apples,Groceries,Barat Kirana Pasal,2459.00,2286.00,2286.00,33,False,Grocery
45,Fresh Red Apples (1kg),fresh-red-apples-1kg,Groceries,Barat Kirana Pasal,250.00,,250.00,100,False,
23,Himalayan Java Coffee Beans,himalayan-java-coffee-beans,Groceries,Barat Kirana Pasal,899.00,799.00,799.00,80,False,Fresh
50,Onions (1kg),fresh-onions-1kg,Groceries,Barat Kirana Pasal,90.00,,90.00,200,False,
331,Organic Eggs 1,organic-eggs-1,Groceries,Barat Kirana Pasal,2436.00,2265.00,2265.00,28,False,Grocery
48,Organic Free-Range Eggs (12 Pack),organic-eggs-12-pack,Groceries,Barat Kirana Pasal,220.00,,220.00,40,False,
41,Wai Wai Chicken Noodles 30 Pack,wai-wai-chicken-noodles-30-pack,Groceries,Barat Kirana Pasal,750.00,699.00,699.00,60,True,Local
326,Wai Wai Noodles,wai-wai-noodles,Groceries,Barat Kirana Pasal,2321.00,2158.00,2158.00,73,False,Grocery
47,Whole Wheat Bread,whole-wheat-bread-brown,Groceries,Barat Kirana Pasal,80.00,,80.00,30,False,
285,Air Purifier Mini 3,air-purifier-mini-3,Home,Baneshwor Home Mart,4330.00,4026.00,4026.00,48,False,Home
131,Annibale Colombo Bed,annibale-colombo-bed,Home,Baneshwor Home Mart,246999.00,225831.00,225831.00,88,True,HOT DEAL
518,Annibale Colombo Bed,annibale-colombo-bed-3,Home,Baneshwor Home Mart,246999.00,225831.00,225831.00,88,True,HOME DEAL
199,Annibale Colombo Bed - Everest Lifestyle Mart,annibale-colombo-bed-2,Home,Baneshwor Home Mart,246999.00,225831.00,225831.00,88,True,HOME DEAL
132,Annibale Colombo Sofa,annibale-colombo-sofa,Home,Baneshwor Home Mart,324999.00,278199.00,278199.00,60,False,SPECIAL
519,Annibale Colombo Sofa,annibale-colombo-sofa-3,Home,Baneshwor Home Mart,324999.00,278199.00,278199.00,60,False,HOME DEAL
200,Annibale Colombo Sofa - Everest Lifestyle Mart,annibale-colombo-sofa-2,Home,Baneshwor Home Mart,324999.00,278199.00,278199.00,60,False,HOME DEAL
291,Bed Sheet Set 3,bed-sheet-set-3,Home,Baneshwor Home Mart,4828.00,4248.00,4248.00,8,True,Home
133,Bedside Table African Cherry,bedside-table-african-cherry,Home,Baneshwor Home Mart,38999.00,31554.00,31554.00,64,False,SPECIAL
520,Bedside Table African Cherry,bedside-table-african-cherry-3,Home,Baneshwor Home Mart,38999.00,31554.00,31554.00,64,False,HOME DEAL
201,Bedside Table African Cherry - Everest Lifestyle Mart,bedside-table-african-cherry-2,Home,Baneshwor Home Mart,38999.00,31554.00,31554.00,64,False,HOME DEAL
288,Blender Pro,blender-pro,Home,Baneshwor Home Mart,4579.00,4258.00,4258.00,63,False,Home
290,Curtain Set,curtain-set,Home,Baneshwor Home Mart,4745.00,4412.00,4412.00,73,False,Home
31,Dukan Basics Cotton Bedsheet,dukan-basics-cotton-bedsheet,Home,Baneshwor Home Mart,2499.00,1999.00,1999.00,55,False,Home
19,Kina Basics Cotton Bedsheet,kina-basics-cotton-bedsheet,Home,Baneshwor Home Mart,2499.00,1999.00,1999.00,55,False,Home
287,Kitchen Storage Rack 2,kitchen-storage-rack-2,Home,Baneshwor Home Mart,4496.00,3956.00,3956.00,58,False,Home
134,Knoll Saarinen Executive Conference Chair,knoll-saarinen-executive-conference-chair,Home,Baneshwor Home Mart,64999.00,63693.00,63693.00,26,True,MUST HAVE
521,Knoll Saarinen Executive Conference Chair,knoll-saarinen-executive-conference-chair-3,Home,Baneshwor Home Mart,64999.00,63693.00,63693.00,26,True,HOME DEAL
202,Knoll Saarinen Executive Conference Chair - Everest Lifestyle Mart,knoll-saarinen-executive-conference-chair-2,Home,Baneshwor Home Mart,64999.00,63693.00,63693.00,26,True,HOME DEAL
284,LED Desk Light,led-desk-light,Home,Baneshwor Home Mart,4247.00,3949.00,3949.00,43,True,Home
224,Modern Elegance Teal Armchair,modern-elegance-teal-armchair,Home,Pokhara Modern Mall,3250.00,,3250.00,40,False,HOME PICK
235,Modern Ergonomic Office Chair,modern-ergonomic-office-chair,Home,Pokhara Modern Mall,9230.00,,9230.00,62,False,HOME PICK
236,Modern Minimalist Workstation Setup,modern-minimalist-workstation-setup,Home,Pokhara Modern Mall,6370.00,,6370.00,64,False,HOME PICK
18,Philips Air Fryer 4.1L,philips-air-fryer-41l,Home,Baneshwor Home Mart,24999.00,21499.00,21499.00,19,True,Kitchen
289,Rice Cooker 1,rice-cooker-1,Home,Baneshwor Home Mart,4662.00,4335.00,4335.00,68,False,Home
232,Sleek Modern Leather Sofa,sleek-modern-leather-sofa,Home,Pokhara Modern Mall,6890.00,,6890.00,56,False,HOME PICK
286,Smart Bulb Pack,smart-bulb-pack,Home,Baneshwor Home Mart,4413.00,4104.00,4104.00,53,False,Home
135,Wooden Bathroom Sink With Mirror,wooden-bathroom-sink-with-mirror,Home,Baneshwor Home Mart,103999.00,94847.00,94847.00,7,False,HOT DEAL
522,Wooden Bathroom Sink With Mirror,wooden-bathroom-sink-with-mirror-3,Home,Baneshwor Home Mart,103999.00,94847.00,94847.00,7,False,HOME DEAL
203,Wooden Bathroom Sink With Mirror - Everest Lifestyle Mart,wooden-bathroom-sink-with-mirror-2,Home,Baneshwor Home Mart,103999.00,94847.00,94847.00,7,False,HOME DEAL
3,Dell XPS 15,dell-xps-15,Laptops,New Road Tech Suppliers,175999.00,159999.00,159999.00,8,True,Creator
13,Dell XPS 15 Creator,dell-xps-15-creator,Laptops,New Road Tech Suppliers,175999.00,159999.00,159999.00,7,True,Creator
349,Laptop Backpack 1,laptop-backpack-1,Laptops,New Road Tech Suppliers,21439.00,18866.00,18866.00,48,True,Laptop
346,Laptop Cooling Pad,laptop-cooling-pad,Laptops,New Road Tech Suppliers,21028.00,19556.00,19556.00,33,True,Laptop
342,Laptop Sleeve,laptop-sleeve,Laptops,New Road Tech Suppliers,20480.00,19046.00,19046.00,13,True,Laptop
14,Lenovo IdeaPad Slim 5,lenovo-ideapad-slim-5,Laptops,New Road Tech Suppliers,92999.00,84999.00,84999.00,21,False,Student
1,MacBook Air M3,macbook-air-m3,Laptops,New Road Tech Suppliers,189999.00,174999.00,174999.00,10,True,Featured
